MAEASaM ID,Name Value,Name Type,Official division,Level,Discription,Created At,Comment,Country
ADMN_RHVM_000335,Migori,Primary,County,"1",County border of the state of Kenya,,,Kenya
ADMN_RHVM_000336,Mombasa,Primary,County,"1",County border of the state of Kenya,,,Kenya
ADMN_RHVM_000337,Murang'a,Primary,County,"1",County border of the state of Kenya,,,Kenya
ADMN_RHVM_000338,Nairobi,Primary,County,"1",County border of the state of Kenya,,,Kenya
ADMN_RHVM_000339,Nakuru,Primary,County,"1",County border of the state of Kenya,,,Kenya
ADMN_RHVM_000340,Nandi,Primary,County,"1",County border of the state of Kenya,,,Kenya
ADMN_RHVM_000341,Narok,Primary,County,"1",County border of the state of Kenya,,,Kenya
ADMN_RHVM_000342,Nyamira,Primary,County,"1",County border of the state of Kenya,,,Kenya
ADMN_RHVM_000343,Nyandarua,Primary,County,"1",County border of the state of Kenya,,,Kenya
ADMN_RHVM_000344,Nyeri,Primary,County,"1",County border of the state of Kenya,,,Kenya
ADMN_RHVM_000345,Samburu,Primary,County,"1",County border of the state of Kenya,,,Kenya
ADMN_RHVM_000346,Siaya,Primary,County,"1",County border of the state of Kenya,,,Kenya
ADMN_RHVM_000347,Taita Taveta,Primary,County,"1",County border of the state of Kenya,,,Kenya
ADMN_RHVM_000348,Tana River,Primary,County,"1",County border of the state of Kenya,,,Kenya
ADMN_RHVM_000349,Tharaka-Nithi,Primary,County,"1",County border of the state of Kenya,,,Kenya
ADMN_RHVM_000350,Trans Nzoia,Primary,County,"1",County border of the state of Kenya,,,Kenya
ADMN_RHVM_000351,Turkana,Primary,County,"1",County border of the state of Kenya,,,Kenya
ADMN_RHVM_000352,Uasin Gishu,Primary,County,"1",County border of the state of Kenya,,,Kenya
ADMN_RHVM_000353,Vihiga,Primary,County,"1",County border of the state of Kenya,,,Kenya
ADMN_RHVM_000354,Wajir,Primary,County,"1",County border of the state of Kenya,,,Kenya
ADMN_RHVM_000355,West Pokot,Primary,County,"1",County border of the state of Kenya,,,Kenya
ADMN_RHVM_000450,Kesses,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000451,Khwisero,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000452,Kiambaa,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000453,Kiambu,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000454,Kibra,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000455,Kibwezi East,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000456,Kibwezi West,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000457,Kieni,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000458,Kigumo,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000459,Kiharu,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000460,Kikuyu,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000461,Kilgoris,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000462,Kilifi North,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000463,Kilifi South,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000464,Kilimani,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000465,Kilome,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000466,Kimilili,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000467,Kiminini,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000468,Kinango,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000469,Kinangop,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000470,Kipipiri,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000471,Kipkelion East,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000472,Kipkelion West,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000473,Kirinyaga Central,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000474,Kisauni,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000475,Kisumu Central,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000476,Kisumu East,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000477,Kisumu West,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000478,Kitui Central,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000479,Kitui East,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000480,Kitui Rural,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000481,Kitui South,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000482,Kitui West,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000483,Kitutu Chache North,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000484,Kitutu Chache South,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000485,Kitutu Masaba,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000486,Konoin,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000487,Kuresoi North,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000488,Kuresoi South,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000489,Kuria East,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000490,Kuria West,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000491,Kwanza,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000492,Lafey,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000493,Lagdera,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000494,Laikipia East,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000495,Laikipia North,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000496,Laikipia West,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000497,Laisamis,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000498,Lamu East,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000499,Lamu West,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000500,Langata,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000501,Lari,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000502,Likoni,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000503,Likuyani,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000504,Limuru,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000505,Loima,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000506,Luanda,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000507,Lugari,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000508,Lunga Lunga,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000509,Lurambi,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000510,Maara,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000511,Machakos Town,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000512,Magarini,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000513,Makadara,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000514,Makueni,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000515,Malava,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000516,Malindi,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000517,Mandera East,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000518,Mandera North,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000519,Mandera South,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000520,Mandera West,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000521,Manyatta,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000522,Maragwa,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000523,Marakwet East,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000524,Marakwet West,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000525,Masinga,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000526,Matayos,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000527,Mathare,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000528,Mathioya,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000529,Mathira,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000530,Matuga,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000531,Matungu,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000532,Matungulu,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000533,Mavoko,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000534,Mbooni,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000535,Mogotio,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000536,Moiben,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000537,Molo,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000538,Mosop,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000539,Moyale,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000540,Msambweni,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000541,Mt. Elgon,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000542,Muhoroni,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000543,Mukurweni,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000544,Mumias East,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000545,Mumias West,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000546,Mvita,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000547,Mwala,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000548,Mwatate,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000549,Mwea,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000550,Mwingi East,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000551,Mwingi North,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000552,Mwingi West,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000553,Naivasha,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000554,Nakuru Town East,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000555,Nakuru Town West,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000556,Nambale,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000557,Nandi Hills,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000558,Narok East,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000559,Narok North,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000560,Narok South,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000561,Narok West,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000562,Navakholo,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000563,Ndaragwa,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000564,Ndhiwa,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000565,Ndia,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000566,Njoro,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000567,North Horr,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000568,North Imenti,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000569,North Mugirango,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000570,Nyakach,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000571,Nyali,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000572,Nyando,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000573,Nyaribari Chache,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000574,Nyaribari Masaba,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000575,Nyatike,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000576,Nyeri Town,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000577,Ol Jorok,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000578,Ol Kalou,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000579,Othaya,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000580,Pokot South,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000581,Rabai,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000582,Rangwe,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000583,Rarieda,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000584,Rongai,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000585,Rongo,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000586,Roysambu,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000587,Ruaraka,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000588,Ruiru,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000589,Runyenjes,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000590,Sabatia,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000591,Saboti,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000592,Saku,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000593,Samburu East,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000594,Samburu North,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000595,Samburu West,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000596,Seme,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000597,Shinyalu,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000598,Siakago,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000599,Sigor,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000600,Sigowet,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000601,Sirisia,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000602,Sotik,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000603,South Imenti,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000604,South Mugirango,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000605,Soy,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000606,Starehe,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000607,Suba North,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000608,Suba North,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000609,Suba South,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000610,Suba South,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000611,Subukia,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000612,Suna East,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000613,Suna West,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000614,Tarbaj,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000615,Taveta,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000616,Teso North,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000617,Teso South,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000618,Tetu,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000619,Nithi,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000620,Thika Town,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000621,Tiaty,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000622,Tigania East,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000623,Tigania West,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000624,Tinderet,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000625,Tongaren,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000626,Turbo,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000627,Turkana Central,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000628,Turkana East,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000629,Turkana North,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000630,Turkana South,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000631,Turkana West,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000632,Ugenya,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000633,Ugunja,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000634,Uriri,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000635,Vihiga,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000636,Voi,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000637,Wajir East,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000638,Wajir North,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000639,Wajir South,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000640,Wajir West,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000641,Webuye East,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000642,Webuye West,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000643,West Mugirango,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000644,Westlands,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000645,Wundanyi,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000646,Yatta,Primary,Sub-county,"2",Sub-County border of the state of Kenya,,,Kenya
ADMN_RHVM_000970,Abeibara,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_000971,Ansongo,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_000972,Bafoulabe,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_000973,Bamako,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_000974,Banamba,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_000975,Bandiagara,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_000976,Bankass,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_000977,Baroueli,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_000978,Bla,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_000979,Bougouni,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_000980,Bourem,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_000981,Diema,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_000982,Dioila,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_000983,Dire,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_000984,Djenne,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_000985,Douentza,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_000986,Gao,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_000987,Goundam,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_000988,Gourma-Rharous,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_000989,Kadiolo,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_000990,Kangaba,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_000991,Kati,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_000992,Kayes,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_000993,Kenieba,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_000994,Kidal,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_000995,Kita,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_000996,Kolokani,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_000997,Kolondieba,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_000998,Koro,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_000999,Koulikoro,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_001000,Koutiala,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_001001,Macina,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_000961,Bamako,Primary,Region,"1",Regional border of the state of Mali,,,Mali
ADMN_RHVM_000962,Gao,Primary,Region,"1",Regional border of the state of Mali,,,Mali
ADMN_RHVM_000963,Kayes,Primary,Region,"1",Regional border of the state of Mali,,,Mali
ADMN_RHVM_000964,Kidal,Primary,Region,"1",Regional border of the state of Mali,,,Mali
ADMN_RHVM_000965,Koulikoro,Primary,Region,"1",Regional border of the state of Mali,,,Mali
ADMN_RHVM_000960,Mali,Primary,National,"0",National border of the state of Mali,,,Mali
ADMN_RHVM_000966,Mopti,Primary,Region,"1",Regional border of the state of Mali,,,Mali
ADMN_RHVM_000967,Segou,Primary,Region,"1",Regional border of the state of Mali,,,Mali
ADMN_RHVM_000968,Sikasso,Primary,Region,"1",Regional border of the state of Mali,,,Mali
ADMN_RHVM_000969,Tombouctou,Primary,Region,"1",Regional border of the state of Mali,,,Mali
ADMN_RHVM_001002,Menaka,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_001003,Mopti,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_001004,Nara,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_001005,Niafunke,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_001006,Niono,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
ADMN_RHVM_001007,Nioro,Primary,Cercles,"2",Cercles border of the state of Mali,,,Mali
