MAEASaM ID,Evidence,Evidence Shape,Interpretation,Interpretation certainty,Ground truthed,Land use land cover,Climate Zone,Geometry,Grid Level 1,Grid Level 2,Remote Sensing Activity,Surveyor Name,Survey type,Survey Date,Image Type,Date of imagery,Additional information,Threat assessment date,Threat assessor name,Image used date,Threat type,Threat level,Measurement value,Measurement type,Measurement unit
RS_ETH_0000110,Structure,Circular,Cairn,Medium,No,Barren,Desert hot,POINT (42.5104902555102 10.834593766181),E42.6N10.8,183467,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,30/04/2013,,,,,,,,,
RS_ETH_0000111,Structure,Circular,Cairn,Medium,No,Barren,Desert hot,POINT (42.5104388051339 10.8346315212433),E42.6N10.8,183467,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,30/04/2013,,,,,,,,,
RS_ETH_0000112,Structure,Circular,Cairn,Medium,No,Barren,Desert hot,POINT (42.5109735442361 10.8352483341106),E42.6N10.8,183467,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,30/04/2013,,,,,,,,,
RS_ETH_0000113,Structure,Circular,Cairn,Medium,No,Barren,Desert hot,POINT (42.5108046139358 10.8352901295455),E42.6N10.8,183467,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,30/04/2013,,,,,,,,,
RS_ETH_0000114,Structure,Circular,Cairn,Medium,No,Barren,Desert hot,POINT (42.5108665161073 10.8368777140311),E42.6N10.8,183467,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,30/04/2013,,,,,,,,,
RS_ETH_0000115,Structure,Circular,Cairn,Medium,No,Barren,Desert hot,POINT (42.5110007708251 10.8371952000967),E42.6N10.8,183467,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,30/04/2013,,,,,,,,,
RS_ETH_0000116,Structure,Circular,Cairn,Low,No,Barren,Desert hot,POINT (42.5084076700482 10.8195595874639),E42.6N10.8,183468,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,30/04/2013,,,,,,,,,
RS_ETH_0000117,Structure,Semi-Circular,Tumulus,Medium,No,Shrubland,Desert hot,POINT (42.5084242751372 10.8084762331049),E42.6N10.8,183468,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000118,Structure,Semi-Circular,Tumulus,Medium,No,Shrubland,Desert hot,POINT (42.5077487130944 10.808167956873),E42.6N10.8,183468,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000119,Structure,Circular,Cairn,Low,No,Shrubland,Desert hot,POINT (42.5106040961451 10.8017193205376),E42.6N10.8,183468,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000120,Structure,Circular,Cairn,Low,No,Shrubland,Desert hot,POINT (42.5111985541235 10.7984711443394),E42.6N10.8,183469,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000121,Structure,Circular,Cairn,Medium,No,Shrubland,Desert hot,POINT (42.5100352512772 10.8042736121094),E42.6N10.8,183468,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000122,Structure,Circular,Cairn,Medium,No,Shrubland,Desert hot,POINT (42.5103143924812 10.8044367827646),E42.6N10.8,183468,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000123,Structure,Circular,Cairn,Low,No,Shrubland,Desert hot,POINT (42.5092627920155 10.8042361175375),E42.6N10.8,183468,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000124,Structure,Circular,Cairn,Low,No,Shrubland,Desert hot,POINT (42.5097680793069 10.8049403335737),E42.6N10.8,183468,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000125,Structure,Circular,Cairn,Low,No,Shrubland,Desert hot,POINT (42.5096372479904 10.8050035456926),E42.6N10.8,183468,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000126,Structure,Circular,Cairn,Medium,No,Shrubland,Desert hot,POINT (42.5097130145734 10.805578406546),E42.6N10.8,183468,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000127,Structure,Circular,Cairn,Low,No,Barren,Desert hot,POINT (42.5067294576091 10.7861674606313),E42.6N10.8,183469,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,20/03/2013,,,,,,,,,
RS_ETH_0000128,Structure,Semi-Circular,Tumulus,High,No,Barren,Desert hot,POINT (42.5111385758988 10.9972309960573),E42.6N10.8,183461,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,20/11/2010,,,,,,,,,
RS_ETH_0000129,Structure,Semi-Circular,Tumulus,High,No,Barren,Desert hot,POINT (42.5116248348117 10.9968577079516),E42.6N10.8,183461,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,20/11/2010,,,,,,,,,
RS_ETH_0000130,Structure,Semi-Circular,Tumulus,Low,No,Barren,Desert hot,POINT (42.5116878872763 10.9876921673988),E42.6N10.8,183461,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,20/11/2010,,,,,,,,,
RS_ETH_0000131,Enclosure,,Unknown,Low,No,Barren,Desert hot,POINT (42.5095635443973 10.9498634777363),E42.6N10.8,183463,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,20/11/2010,,,,,,,,,
RS_ETH_0000132,Structure,Semi-Circular,Tumulus,Medium,No,Shrubland,Desert hot,POINT (42.5106396622678 10.8482295720084),E42.6N10.8,183467,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000133,Structure,Semi-Circular,Tumulus,Medium,No,Shrubland,Desert hot,POINT (42.5113961574148 10.7953267107201),E42.6N10.8,183469,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000134,Structure,Semi-Circular,Tumulus,Medium,No,Shrubland,Desert hot,POINT (42.5114457471504 10.7948818965338),E42.6N10.8,183469,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000135,Structure,Semi-Circular,Tumulus,Medium,No,Shrubland,Desert hot,POINT (42.5113715832927 10.7946971439256),E42.6N10.8,183469,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000136,Structure,Semi-Circular,Tumulus,Medium,No,Shrubland,Desert hot,POINT (42.5123068976032 10.7951648449042),E42.6N10.8,183469,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000137,Structure,Semi-Circular,Tumulus,Medium,No,Shrubland,Desert hot,POINT (42.5124949445461 10.7953418439381),E42.6N10.8,183469,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000138,Structure,Semi-Circular,Tumulus,Medium,No,Shrubland,Desert hot,POINT (42.5125353424851 10.7950526502588),E42.6N10.8,183469,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000139,Structure,Semi-Circular,Tumulus,Medium,No,Shrubland,Desert hot,POINT (42.5118555376729 10.7943464838086),E42.6N10.8,183469,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000140,Structure,Semi-Circular,Tumulus,Medium,No,Shrubland,Desert hot,POINT (42.5118476577304 10.7941373626607),E42.6N10.8,183469,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000141,Structure,Semi-Circular,Tumulus,Medium,No,Shrubland,Desert hot,POINT (42.5123413194152 10.7944927374896),E42.6N10.8,183469,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000142,Structure,Semi-Circular,Tumulus,Low,No,Shrubland,Desert hot,POINT (42.5122213465102 10.7942865003928),E42.6N10.8,183469,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000143,Structure,Semi-Circular,Tumulus,Low,No,Shrubland,Desert hot,POINT (42.5127706259057 10.7943133643175),E42.6N10.8,183469,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000144,Structure,Semi-Circular,Tumulus,Medium,No,Shrubland,Desert hot,POINT (42.5118159460621 10.7937950844153),E42.6N10.8,183469,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000145,Structure,Semi-Circular,Tumulus,Medium,No,Shrubland,Desert hot,POINT (42.5118273161626 10.793571173581),E42.6N10.8,183469,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000146,Structure,Semi-Circular,Tumulus,Medium,No,Shrubland,Desert hot,POINT (42.5117130046609 10.7928412284635),E42.6N10.8,183469,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000147,Structure,Semi-Circular,Tumulus,Medium,No,Shrubland,Desert hot,POINT (42.51289149396 10.79343479707),E42.6N10.8,183469,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000148,Structure,Semi-Circular,Tumulus,Medium,No,Shrubland,Desert hot,POINT (42.5136340973695 10.7934955888023),E42.6N10.8,183469,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000149,Structure,Semi-Circular,Tumulus,Medium,No,Shrubland,Desert hot,POINT (42.5133536363725 10.793544243326),E42.6N10.8,183469,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000150,Structure,Semi-Circular,Tumulus,Medium,No,Shrubland,Desert hot,POINT (42.5131429166555 10.7932930881567),E42.6N10.8,183469,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000151,Structure,Semi-Circular,Tumulus,Medium,No,Shrubland,Desert hot,POINT (42.5134153896691 10.7934631685295),E42.6N10.8,183469,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000152,Structure,Semi-Circular,Tumulus,Medium,No,Shrubland,Desert hot,POINT (42.5135971632213 10.793580736398),E42.6N10.8,183469,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000153,Structure,Semi-Circular,Tumulus,Medium,No,Shrubland,Desert hot,POINT (42.5136378514062 10.7932201145929),E42.6N10.8,183469,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000154,Structure,Semi-Circular,Tumulus,Medium,No,Shrubland,Desert hot,POINT (42.5132823128524 10.792780055712),E42.6N10.8,183469,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000155,Structure,Circular,Cairn,Medium,No,Shrubland,Desert hot,POINT (42.5177013926979 10.7702411963523),E42.6N10.8,183470,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000156,Structure,Semi-Circular,Tumulus,Medium,No,Barren,Desert hot,POINT (42.5145281103341 10.9992366938644),E42.6N10.8,183461,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,20/11/2010,,,,,,,,,
RS_ETH_0000157,Enclosure,,Settlement,Low,No,Barren,Desert hot,POINT (42.5158943924704 10.9957414390341),E42.6N10.8,183461,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,20/11/2010,,,,,,,,,
RS_ETH_0000158,Structure,Rectangular,Unknown,Low,No,Barren,Desert hot,POINT (42.5158287324815 10.9913498502583),E42.6N10.8,183461,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,20/11/2010,,,,,,,,,
RS_ETH_0000159,Structure,Circular,Cairn,Low,No,Barren,Desert hot,POINT (42.5134820243174 10.9591969794631),E42.6N10.8,183462,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,20/11/2010,,,,,,,,,
RS_ETH_0000160,Structure,Circular,Cairn,Low,No,Barren,Desert hot,POINT (42.5131282809799 10.8929076900531),E42.6N10.8,183465,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,20/11/2010,,,,,,,,,
RS_ETH_0000161,Structure,Circular,Cairn,Low,No,Barren,Desert hot,POINT (42.5131686588191 10.8929765048056),E42.6N10.8,183465,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,20/11/2010,,,,,,,,,
RS_ETH_0000162,Structure,Semi-Circular,Tumulus,Medium,No,Barren,Desert hot,POINT (42.51631039358 10.8918815675303),E42.6N10.8,183465,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,20/11/2010,,,,,,,,,
RS_ETH_0000163,Structure,Semi-Circular,Tumulus,Medium,No,Shrubland,Desert hot,POINT (42.5158054915412 10.8314832615011),E42.6N10.8,183467,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000164,Structure,Circular,Cairn,Low,No,Shrubland,Desert hot,POINT (42.5157719746673 10.7938348816859),E42.6N10.8,183469,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000165,Structure,Circular,Cairn,Low,No,Shrubland,Desert hot,POINT (42.5159897046875 10.7940306002673),E42.6N10.8,183469,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000166,Structure,Circular,Cairn,Low,No,Shrubland,Desert hot,POINT (42.5156985397974 10.7939639681821),E42.6N10.8,183469,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000167,Structure,Circular,Cairn,Low,No,Shrubland,Desert hot,POINT (42.5158798875063 10.7940266950537),E42.6N10.8,183469,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000168,Structure,Circular,Cairn,Low,No,Shrubland,Desert hot,POINT (42.5158726648256 10.7941089583164),E42.6N10.8,183469,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000169,Structure,Circular,Cairn,Low,No,Shrubland,Desert hot,POINT (42.5157378524306 10.794199150682),E42.6N10.8,183469,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000170,Structure,Circular,Cairn,Low,No,Shrubland,Desert hot,POINT (42.5156615541631 10.7942539389013),E42.6N10.8,183469,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000171,Structure,Semi-Circular,Tumulus,Low,No,Barren,Desert hot,POINT (42.5148051810955 10.7773028052769),E42.6N10.8,183469,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,20/03/2013,,,,,,,,,
RS_ETH_0000172,Enclosure,,Settlement,Medium,No,Barren,Desert hot,POINT (42.5150720349379 10.7670674563056),E42.6N10.8,183470,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,20/03/2013,,,,,,,,,
RS_ETH_0000173,Structure,Semi-Circular,Tumulus,Medium,No,Shrubland,Desert hot,POINT (42.5150392556863 10.760299884794),E42.6N10.8,183470,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000174,Structure,Semi-Circular,Tumulus,Medium,No,Shrubland,Desert hot,POINT (42.5157720334178 10.7597502752384),E42.6N10.8,183470,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000175,Structure,Semi-Circular,Tumulus,Medium,No,Shrubland,Desert hot,POINT (42.5130799859731 10.7609002484164),E42.6N10.8,183470,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000176,Structure,Semi-Circular,Tumulus,Medium,No,Shrubland,Desert hot,POINT (42.5148389122166 10.7514477524686),E42.6N10.8,183470,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000177,Enclosure,,Unknown,Low,No,Barren,Desert hot,POINT (42.5154826620947 10.9666314918807),E42.6N10.8,183462,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,20/11/2010,,,,,,,,,
RS_ETH_0000178,Enclosure,,Unknown,Low,No,Barren,Desert hot,POINT (42.5155138561348 10.9665754534928),E42.6N10.8,183462,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,20/11/2010,,,,,,,,,
RS_ETH_0000179,Enclosure,,Unknown,Low,No,Barren,Desert hot,POINT (42.515519771122 10.9665097732387),E42.6N10.8,183462,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,20/11/2010,,,,,,,,,
RS_ETH_0000180,Enclosure,,Unknown,Low,No,Barren,Desert hot,POINT (42.5155480529476 10.9664817257096),E42.6N10.8,183462,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,20/11/2010,,,,,,,,,
RS_ETH_0000181,Structure,Circular,Cairn,Low,No,Barren,Desert hot,POINT (42.5162648481005 10.966151540019),E42.6N10.8,183462,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,20/11/2010,,,,,,,,,
RS_ETH_0000182,Structure,Circular,Cairn,Low,No,Barren,Desert hot,POINT (42.5162261035994 10.9661769383021),E42.6N10.8,183462,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,20/11/2010,,,,,,,,,
RS_ETH_0000183,Structure,Circular,Cairn,Low,No,Barren,Desert hot,POINT (42.5161777655904 10.9661896095962),E42.6N10.8,183462,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,20/11/2010,,,,,,,,,
RS_ETH_0000184,Structure,Circular,Cairn,Low,No,Barren,Desert hot,POINT (42.5161067527776 10.9661420973319),E42.6N10.8,183462,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,20/11/2010,,,,,,,,,
RS_ETH_0000185,Structure,Semi-Circular,Tumulus,Medium,No,Barren,Desert hot,POINT (42.5207706210622 10.9147756675583),E42.6N10.8,183464,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,20/11/2010,,,,,,,,,
RS_ETH_0000186,Structure,Semi-Circular,Tumulus,Medium,No,Barren,Desert hot,POINT (42.5194273990542 10.916507170837),E42.6N10.8,183464,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,20/11/2010,,,,,,,,,
RS_ETH_0000187,Structure,Semi-Circular,Tumulus,Medium,No,Barren,Desert hot,POINT (42.5189753463471 10.8886098419538),E42.6N10.8,183465,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,20/11/2010,,,,,,,,,
RS_ETH_0000188,Structure,Semi-Circular,Tumulus,Medium,No,Barren,Desert hot,POINT (42.5196345058675 10.8873743329231),E42.6N10.8,183465,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,20/11/2010,,,,,,,,,
RS_ETH_0000189,Structure,Semi-Circular,Tumulus,Medium,No,Shrubland,Desert hot,POINT (42.5171444435227 10.8290556643645),E42.6N10.8,183467,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000190,Structure,Semi-Circular,Tumulus,Medium,No,Shrubland,Desert hot,POINT (42.5169595779397 10.8287940183019),E42.6N10.8,183467,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000191,Structure,Semi-Circular,Tumulus,Medium,No,Shrubland,Desert hot,POINT (42.5165597944239 10.8286638487204),E42.6N10.8,183467,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000192,Structure,Semi-Circular,Tumulus,Medium,No,Shrubland,Desert hot,POINT (42.5166106429324 10.8286058770597),E42.6N10.8,183467,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000193,Structure,Semi-Circular,Tumulus,Medium,No,Shrubland,Desert hot,POINT (42.5189006601474 10.8270543471957),E42.6N10.8,183467,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000194,Structure,Semi-Circular,Tumulus,Low,No,Shrubland,Desert hot,POINT (42.5165667599631 10.7929382443909),E42.6N10.8,183469,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000195,Structure,Semi-Circular,Tumulus,Medium,No,Shrubland,Desert hot,POINT (42.5189071429833 10.7918491633637),E42.6N10.8,183469,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000196,Structure,Semi-Circular,Tumulus,Medium,No,Shrubland,Desert hot,POINT (42.5196094328283 10.7913918833133),E42.6N10.8,183469,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000197,Structure,Semi-Circular,Tumulus,Medium,No,Shrubland,Desert hot,POINT (42.5193848901487 10.7743323090518),E42.6N10.8,183470,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000198,Structure,Semi-Circular,Tumulus,Medium,No,Shrubland,Desert hot,POINT (42.5193367398789 10.7742325817386),E42.6N10.8,183470,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000199,Structure,Semi-Circular,Tumulus,Medium,No,Shrubland,Desert hot,POINT (42.5196498358681 10.7741495374312),E42.6N10.8,183470,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000200,Structure,Semi-Circular,Tumulus,Medium,No,Shrubland,Desert hot,POINT (42.519571380512 10.7740601310292),E42.6N10.8,183470,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000201,Structure,Semi-Circular,Tumulus,Medium,No,Shrubland,Desert hot,POINT (42.5192265730257 10.7748691632064),E42.6N10.8,183470,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000202,Structure,Semi-Circular,Tumulus,Medium,No,Shrubland,Desert hot,POINT (42.5192029114653 10.7747636035181),E42.6N10.8,183470,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000203,Structure,Semi-Circular,Tumulus,Medium,No,Shrubland,Desert hot,POINT (42.5215074114183 10.7724226281954),E42.6N10.8,183470,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000204,Structure,Semi-Circular,Tumulus,Medium,No,Shrubland,Desert hot,POINT (42.5211597967085 10.7723932287731),E42.6N10.8,183470,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000205,Structure,Semi-Circular,Tumulus,Medium,No,Shrubland,Desert hot,POINT (42.5210278096976 10.7723580010599),E42.6N10.8,183470,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000206,Structure,Semi-Circular,Tumulus,Medium,No,Shrubland,Desert hot,POINT (42.5210278105257 10.7724580286596),E42.6N10.8,183470,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000207,Structure,Semi-Circular,Tumulus,Medium,No,Shrubland,Desert hot,POINT (42.5204588032446 10.7725109974842),E42.6N10.8,183470,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000208,Structure,Semi-Circular,Tumulus,Medium,No,Shrubland,Desert hot,POINT (42.5204168812432 10.77256981637),E42.6N10.8,183470,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,23/09/2010,,,,,,,,,
RS_ETH_0000209,Structure,Circular,Cairn,Low,No,Barren,Desert hot,POINT (42.521439004992 10.9881842856814),E42.6N10.8,183461,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,20/11/2010,,,,,,,,,
RS_ETH_0000210,Structure,Circular,Cairn,Low,No,Barren,Desert hot,POINT (42.5214695638081 10.9882366890169),E42.6N10.8,183461,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,20/11/2010,,,,,,,,,
RS_ETH_0000211,Structure,Circular,Cairn,Low,No,Barren,Desert hot,POINT (42.5216183594864 10.9882431920563),E42.6N10.8,183461,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,20/11/2010,,,,,,,,,
RS_ETH_0000212,Structure,Circular,Cairn,Low,No,Barren,Desert hot,POINT (42.5216332882568 10.9883103334559),E42.6N10.8,183461,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,20/11/2010,,,,,,,,,
RS_ETH_0000213,Structure,Circular,Cairn,Low,No,Barren,Desert hot,POINT (42.5215386267239 10.9881461933054),E42.6N10.8,183461,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,20/11/2010,,,,,,,,,
RS_ETH_0000214,Structure,Circular,Cairn,Low,No,Barren,Desert hot,POINT (42.5231264061862 10.984801798809),E42.6N10.8,183461,Visual inspection,Elias Michaut,Transect,02/08/2023,Maxar,20/11/2010,,,,,,,,,
